State,Crop,Season,Soil_Type,Area,Production,Rainfall,Temperature,Humidity,Nitrogen,Phosphorus,Potassium
Telangana,Turmeric,Kharif,Black,1946.94,30663.57,304.27,27.74,90.54,40.64,43.31,70.47
Nagaland,Linseed,Rabi,Laterite,3192.84,32933.69,284.24,16.87,81.33,140.87,57.37,33.45
Andhra Pradesh,Mango,Whole Year,Loamy,4453.64,48704.87,171.22,29.29,94.94,94.54,67.97,27.41
Rajasthan,Millet,Whole Year,Clay,3716.58,80169.94,489.53,28.69,34.98,106.53,79.89,62.57
Punjab,Mustard,Whole Year,Loamy,3236.5,37338.84,262.68,13.6,33.53,65.86,67.67,64.08
Himachal Pradesh,Watermelon,Summer,Sandy,2510.6,23553.13,148.29,39.98,33.98,139.15,23.15,72.19
Haryana,Rubber,Whole Year,Black,3468.29,34493.23,207.37,37.5,32.48,49.67,71.56,56.23
Assam,Mango,Rabi,Loamy,1272.12,20732.28,383.95,16.34,46.67,30.64,53.15,40.52
Goa,Barley,Summer,Laterite,474.66,5632.48,354.63,16.1,59.61,75.42,13.79,72.11
Kerala,Mango,Whole Year,Loamy,3385.81,37747.59,239.38,12.1,57.18,137.19,47.59,12.74
Karnataka,Spinach,Whole Year,Sandy,946.68,14739.37,310.09,28.23,59.84,32.02,61.71,62.91
Tripura,Chili,Whole Year,Black,2641.61,33013.13,156.91,20.21,92.44,97.38,23.15,13.49
Telangana,Cotton,Summer,Clay,534.09,8614.47,424.69,20.27,54.96,64.75,47.45,79.87
Odisha,Sorghum,Rabi,Black,3658.9,54335.25,284.27,29.83,55.47,56.67,45.23,43.28
Goa,Orange,Rabi,Sandy,2762.92,26880.21,272.23,39.98,88.68,100.99,31.93,20.29
Maharashtra,Tomato,Kharif,Sandy,1273.43,18461.24,454.34,36.7,67.26,116.13,18.28,52.67
Gujarat,Beetroot,Kharif,Black,4479.59,59589.47,443.8,34.57,86.76,141.25,49.12,46.26
Telangana,Okra,Summer,Laterite,3539.87,41857.94,63.64,28.73,47.31,28.94,29.2,18.72
Mizoram,Barley,Rabi,Alluvial,4774.01,58455.89,255.53,35.9,58.71,144.51,65.09,75.6
Assam,Spinach,Summer,Laterite,4137.3,37499.88,69.89,11.35,67.0,69.25,66.18,21.6
Madhya Pradesh,Potato,Rabi,Loamy,672.18,9416.87,399.19,39.66,78.76,91.53,49.08,21.5
Meghalaya,Lentil,Rabi,Sandy,767.19,7975.94,163.34,25.65,40.44,56.25,33.94,56.86
Nagaland,Barley,Kharif,Loamy,2305.81,31260.37,296.48,32.7,79.23,91.89,66.91,24.84
Andhra Pradesh,Garlic,Kharif,Loamy,2103.75,30110.88,390.48,13.13,46.93,93.19,38.35,44.27
Uttar Pradesh,Okra,Whole Year,Sandy,568.81,6569.52,260.52,16.56,31.18,113.09,40.0,60.11
Gujarat,Sorghum,Summer,Clay,3898.43,64639.02,460.62,27.17,82.24,53.89,20.95,49.71
Jharkhand,Groundnut,Rabi,Laterite,646.3,9061.76,471.73,13.24,48.94,81.4,62.01,53.96
Sikkim,Pumpkin,Whole Year,Laterite,958.31,10268.52,130.62,33.24,60.81,47.76,14.41,41.09
Assam,Jute,Summer,Black,2403.49,39192.38,330.97,25.31,47.13,101.88,43.4,28.91
Punjab,Chickpea,Whole Year,Red,712.68,11411.26,234.84,27.08,34.43,97.3,50.17,13.6
Karnataka,Carrot,Kharif,Laterite,3549.81,26332.99,197.32,11.52,67.09,108.57,69.76,12.32
Telangana,Cotton,Whole Year,Red,3233.55,35008.75,241.07,14.94,65.72,49.5,24.98,42.78
Telangana,Coconut,Summer,Loamy,831.39,8807.35,329.92,10.62,72.25,105.28,30.13,60.66
West Bengal,Coffee,Summer,Alluvial,4260.69,33012.97,220.58,39.32,72.72,20.21,15.15,58.85
Haryana,Jute,Kharif,Laterite,2610.3,22917.16,140.06,34.05,67.3,41.86,25.24,37.03
Assam,Linseed,Summer,Loamy,1152.8,7328.56,155.7,11.55,79.86,92.57,32.32,48.13
Gujarat,Linseed,Whole Year,Red,1795.4,28767.01,152.41,24.34,35.74,111.92,30.42,45.8
West Bengal,Guava,Kharif,Sandy,3274.26,37866.16,369.65,35.6,47.52,20.95,13.48,25.28
Nagaland,Chickpea,Rabi,Clay,3016.76,40127.24,394.84,14.69,67.38,136.58,62.0,20.86
Manipur,Sesame,Rabi,Black,815.56,13454.06,192.37,20.77,51.81,31.9,39.07,68.98
Jharkhand,Guava,Whole Year,Loamy,72.93,1177.17,310.89,27.87,85.67,128.96,64.24,69.97
Chhattisgarh,Onion,Whole Year,Black,4446.45,50569.78,458.15,12.11,89.5,33.15,38.15,62.63
Meghalaya,Wheat,Rabi,Clay,674.96,10421.51,315.94,33.24,74.38,82.44,51.65,72.99
Rajasthan,Pulses,Kharif,Laterite,1503.61,20183.68,299.46,17.33,86.92,122.47,43.9,68.61
Sikkim,Pumpkin,Rabi,Sandy,332.4,3675.38,316.5,33.56,90.26,24.82,38.29,57.85
Assam,Cucumber,Kharif,Red,4723.51,83698.3,496.7,21.54,43.18,124.83,58.17,62.74
Jharkhand,Ginger,Rabi,Red,3894.93,59149.59,250.33,30.66,86.7,64.78,63.74,41.71
Haryana,Pumpkin,Kharif,Alluvial,1538.94,23823.31,274.45,21.89,37.0,132.18,25.59,71.38
West Bengal,Coffee,Whole Year,Black,869.91,9634.48,296.18,38.39,72.79,25.71,56.7,17.57
Goa,Garlic,Summer,Laterite,3353.68,32770.9,192.47,35.0,81.33,149.44,44.43,70.21
Punjab,Apple,Rabi,Clay,257.47,3510.61,195.63,25.11,39.96,74.83,27.75,22.01
Tripura,Tomato,Summer,Sandy,4224.75,18057.99,156.48,39.28,44.26,84.01,77.46,33.35
West Bengal,Barley,Whole Year,Loamy,1172.18,15488.97,386.78,37.61,85.69,38.63,76.57,61.49
Rajasthan,Chili,Rabi,Sandy,2358.19,43100.09,412.22,19.33,87.84,39.02,13.48,45.2
Kerala,Cotton,Whole Year,Clay,698.43,6803.9,113.26,12.86,81.18,62.92,33.34,74.76
Goa,Mustard,Summer,Sandy,1264.58,17367.36,260.63,31.17,75.78,50.69,40.12,12.02
Bihar,Spinach,Rabi,Clay,144.88,2346.57,178.04,24.94,55.49,38.34,78.83,13.75
Nagaland,Lentil,Kharif,Sandy,429.02,6146.17,211.79,20.43,31.94,54.32,74.93,57.38
Goa,Peas,Kharif,Alluvial,1747.99,20830.14,493.15,38.46,74.62,22.39,20.3,63.19
Tamil Nadu,Sesame,Rabi,Red,2699.46,28574.73,181.25,12.67,41.77,74.21,63.02,43.96
Karnataka,Spinach,Rabi,Black,842.62,8357.11,385.94,38.21,32.1,110.16,38.17,35.42
Himachal Pradesh,Cardamom,Summer,Loamy,2319.1,29386.85,301.7,13.31,74.78,98.39,76.66,49.34
Punjab,Pulses,Summer,Laterite,897.88,11635.92,208.0,26.05,91.86,80.96,10.71,17.71
Tripura,Chickpea,Kharif,Loamy,4218.74,38001.18,174.53,37.7,33.73,103.82,36.0,44.26
Uttar Pradesh,Chili,Whole Year,Clay,4920.0,52677.77,113.31,25.42,82.26,114.31,46.21,36.28
Sikkim,Wheat,Kharif,Black,634.61,11473.78,312.83,23.78,90.63,96.43,61.82,53.2
Punjab,Spinach,Kharif,Laterite,3947.6,44280.13,262.77,36.96,68.39,90.03,51.66,62.69
Tamil Nadu,Castor,Rabi,Sandy,2076.19,20908.56,277.67,39.36,70.27,101.97,79.79,12.52
Bihar,Cabbage,Kharif,Laterite,1613.78,23722.83,200.72,26.87,30.32,63.14,72.88,55.51
Rajasthan,Mango,Summer,Loamy,4821.75,65405.73,420.23,14.28,86.71,140.35,45.65,30.27
Tamil Nadu,Cabbage,Whole Year,Clay,1280.08,12090.12,176.41,33.1,73.53,66.02,35.94,61.26
Bihar,Lentil,Kharif,Sandy,4012.71,63988.07,479.65,29.15,75.86,75.57,52.72,24.47
Bihar,Maize,Summer,Laterite,873.19,14107.77,367.88,34.56,55.27,20.12,73.55,60.64
Kerala,Castor,Rabi,Black,4060.81,58116.95,275.16,20.67,41.14,49.27,65.7,70.48
Maharashtra,Millet,Summer,Loamy,4910.51,85982.61,391.38,26.3,32.25,46.65,70.81,37.59
Meghalaya,Grapes,Kharif,Black,155.85,1672.28,183.81,34.53,58.85,47.12,43.58,10.23
Goa,Millet,Summer,Red,1577.32,11901.51,132.27,38.36,38.1,99.53,36.1,60.5
Andhra Pradesh,Pulses,Rabi,Black,1083.51,12566.61,89.78,28.23,74.89,115.47,73.9,27.77
Sikkim,Orange,Rabi,Red,759.03,13042.23,342.26,24.59,76.62,100.89,59.45,47.15
West Bengal,Coffee,Summer,Alluvial,3051.01,42562.88,152.67,22.78,77.14,140.4,43.59,25.67
Himachal Pradesh,Carrot,Whole Year,Black,3654.8,28794.73,97.5,11.43,94.85,65.63,27.86,54.02
Mizoram,Tea,Whole Year,Clay,2755.38,40156.51,155.87,27.17,67.46,95.25,38.1,54.47
Karnataka,Linseed,Summer,Sandy,215.67,3923.92,480.2,31.53,78.06,122.25,60.26,70.75
Maharashtra,Turmeric,Kharif,Alluvial,3904.82,59944.43,383.28,30.1,84.21,47.85,42.18,47.85
Meghalaya,Okra,Rabi,Loamy,2491.78,28079.61,113.94,36.63,31.74,78.75,44.88,20.29
Madhya Pradesh,Chili,Rabi,Laterite,4274.73,66137.26,367.46,24.03,55.26,144.68,71.25,78.96
Goa,Okra,Rabi,Black,315.82,6090.95,430.24,23.01,86.85,77.4,13.2,13.33
Goa,Cabbage,Summer,Sandy,1490.49,15059.65,158.52,10.84,64.59,51.18,51.98,32.83
Punjab,Linseed,Rabi,Black,2414.9,39719.61,166.29,23.08,91.93,98.13,53.21,76.66
Tamil Nadu,Mustard,Rabi,Black,4417.03,59567.07,364.47,14.42,53.27,141.4,66.57,18.91
Maharashtra,Cauliflower,Whole Year,Sandy,87.61,964.82,261.45,37.2,38.34,26.91,65.38,43.31
Maharashtra,Garlic,Kharif,Laterite,4982.48,92090.45,458.17,25.83,32.34,129.99,35.73,60.99
Bihar,Guava,Kharif,Black,4994.55,70696.26,460.66,33.12,52.38,136.84,30.39,55.43
Odisha,Sugarcane,Summer,Loamy,2777.69,40198.77,261.83,20.79,54.55,138.34,65.55,24.0
Andhra Pradesh,Potato,Whole Year,Laterite,2598.92,48213.02,470.18,31.34,39.13,71.93,70.0,38.07
Goa,Lentil,Rabi,Black,1332.62,20385.28,394.74,18.28,56.91,64.73,66.02,52.47
Himachal Pradesh,Chickpea,Rabi,Black,64.41,848.87,238.13,33.9,59.9,56.57,74.3,56.77
Himachal Pradesh,Garlic,Kharif,Red,3537.45,56292.54,262.77,25.36,60.36,53.93,55.0,32.13
Karnataka,Millet,Summer,Laterite,1906.5,21195.69,51.26,25.07,63.17,88.19,43.79,39.82
Meghalaya,Jute,Kharif,Laterite,605.91,6229.18,118.54,35.99,88.93,120.03,14.9,17.25
Haryana,Chili,Summer,Loamy,4167.61,55197.96,472.52,37.65,47.72,76.28,69.96,38.98
Telangana,Rice,Rabi,Loamy,1847.57,30838.39,448.8,20.76,89.69,37.31,12.37,64.81
Sikkim,Mustard,Summer,Alluvial,2112.94,18750.69,139.86,16.91,82.07,142.34,76.59,36.21
Arunachal Pradesh,Cauliflower,Whole Year,Laterite,4305.88,70242.7,385.74,17.39,32.0,147.81,41.82,29.22
Tripura,Cucumber,Kharif,Laterite,428.05,3744.77,57.04,19.06,31.11,55.62,53.77,20.77
Mizoram,Beetroot,Kharif,Loamy,3444.66,59284.24,382.45,24.28,89.28,39.22,18.38,32.24
Andhra Pradesh,Wheat,Summer,Red,3716.2,49801.35,118.14,32.79,84.2,43.68,21.9,19.16
Haryana,Rubber,Kharif,Clay,1804.84,22757.78,365.88,12.93,66.18,98.5,55.57,34.21
Uttar Pradesh,Linseed,Kharif,Clay,4186.31,35681.6,99.12,18.04,43.08,26.88,72.74,23.18
Odisha,Barley,Rabi,Sandy,1861.84,22452.32,169.36,25.81,37.43,100.23,67.63,74.92
Kerala,Cardamom,Summer,Loamy,3657.89,29645.65,88.36,37.82,62.91,108.85,15.24,27.12
Himachal Pradesh,Mustard,Rabi,Red,1236.18,19378.64,279.95,37.51,61.85,48.5,51.22,20.44
Maharashtra,Rubber,Kharif,Red,962.98,13752.6,423.47,18.28,30.42,127.19,76.64,47.25
Arunachal Pradesh,Carrot,Kharif,Red,2750.67,52222.26,484.29,23.43,36.05,47.98,15.0,38.29
Mizoram,Rubber,Kharif,Loamy,1728.77,20436.44,124.83,30.97,92.72,62.93,46.47,21.56
Uttarakhand,Mango,Kharif,Black,4732.58,76832.4,430.49,22.37,53.54,103.7,68.64,17.83
Tripura,Carrot,Whole Year,Sandy,969.86,13789.72,477.17,15.84,41.81,137.82,76.44,59.85
Telangana,Sugarcane,Kharif,Loamy,4273.2,63553.01,302.94,31.42,81.76,39.84,13.7,47.4
Bihar,Okra,Kharif,Clay,4029.33,53335.95,233.24,30.52,57.52,117.49,75.92,26.35
Mizoram,Pulses,Kharif,Sandy,3400.63,36208.6,78.04,28.49,35.27,136.2,49.99,49.29
Gujarat,Soybean,Summer,Loamy,4460.97,49871.1,309.47,35.08,77.42,24.1,18.47,22.64
Punjab,Lentil,Summer,Laterite,4150.73,47347.13,268.07,20.42,82.74,39.03,51.4,11.88
Nagaland,Jute,Kharif,Clay,3030.76,35947.73,330.01,37.87,59.57,31.77,70.95,13.91
Kerala,Maize,Kharif,Black,3403.68,31310.79,166.34,14.73,90.61,21.52,53.14,58.58
Goa,Sunflower,Summer,Laterite,1251.12,18684.74,411.63,12.53,92.14,60.8,15.06,17.14
Goa,Pumpkin,Kharif,Black,758.22,8104.19,108.1,33.82,86.62,128.71,77.79,71.14
Chhattisgarh,Jute,Kharif,Loamy,3930.79,48229.42,278.27,20.55,31.49,123.51,71.31,49.78
Andhra Pradesh,Coffee,Kharif,Clay,2361.24,37137.21,477.56,21.28,31.93,134.62,25.71,51.82
Bihar,Maize,Rabi,Clay,4170.89,61380.08,240.56,23.78,33.86,106.93,62.1,47.07
Chhattisgarh,Garlic,Kharif,Sandy,3492.64,38885.28,121.88,32.9,49.13,23.81,12.44,18.48
Sikkim,Watermelon,Kharif,Sandy,4489.81,44027.71,169.07,10.95,40.18,43.23,79.14,40.99
Karnataka,Coffee,Kharif,Sandy,314.33,4989.67,304.21,27.03,71.97,37.94,50.62,11.21
Punjab,Guava,Summer,Clay,1460.1,15425.25,86.95,29.7,69.14,116.48,47.25,45.76
Chhattisgarh,Apple,Summer,Red,3521.98,39627.13,469.08,39.09,82.78,125.2,21.57,32.93
Goa,Cucumber,Rabi,Black,421.61,6736.6,337.44,23.03,74.4,53.37,15.67,68.06
Kerala,Peas,Kharif,Alluvial,779.3,8384.46,50.5,35.57,90.96,136.31,21.2,69.41
Meghalaya,Groundnut,Rabi,Sandy,947.74,10339.44,151.44,37.16,92.11,73.04,78.71,15.22
Mizoram,Grapes,Whole Year,Red,3373.15,46810.03,459.46,39.83,89.53,116.43,54.44,62.08
Arunachal Pradesh,Garlic,Summer,Clay,2577.74,40858.51,332.81,28.97,76.85,42.75,30.99,47.66
Maharashtra,Cabbage,Summer,Black,1667.95,17051.45,311.72,10.16,69.0,26.46,25.45,34.38
West Bengal,Millet,Whole Year,Loamy,1240.52,12072.12,275.4,11.2,75.96,39.62,65.9,17.06
West Bengal,Carrot,Summer,Sandy,3956.63,69247.12,486.04,30.51,68.68,56.88,71.43,17.25
Kerala,Cardamom,Summer,Sandy,555.45,6521.94,137.21,25.98,36.77,68.84,73.92,43.17
Haryana,Carrot,Whole Year,Clay,4701.46,63417.68,306.31,15.59,84.5,69.41,52.25,37.52
Rajasthan,Guava,Summer,Black,3132.36,48477.5,192.21,20.52,42.62,64.54,67.49,76.81
Goa,Garlic,Kharif,Sandy,676.54,6176.64,159.49,36.71,49.89,88.35,77.55,43.33
Haryana,Groundnut,Rabi,Clay,542.01,8788.66,368.58,22.93,81.12,81.29,68.15,40.16
Maharashtra,Turmeric,Whole Year,Loamy,1218.52,11549.74,238.08,13.9,75.1,102.31,66.31,26.93
Arunachal Pradesh,Ginger,Whole Year,Black,468.33,5720.61,476.42,36.8,44.82,31.35,75.77,27.59
Andhra Pradesh,Maize,Summer,Red,3190.31,37304.03,80.39,32.37,88.83,124.65,36.56,73.17
Madhya Pradesh,Cardamom,Whole Year,Loamy,876.32,15940.33,486.62,20.76,57.92,49.14,32.37,18.64
Assam,Pumpkin,Kharif,Alluvial,2179.87,33919.29,300.56,27.66,77.35,23.92,23.32,13.07
Madhya Pradesh,Grapes,Summer,Clay,80.19,1348.77,432.55,16.38,41.13,53.15,48.07,45.87
Chhattisgarh,Orange,Whole Year,Sandy,2237.76,33003.31,372.83,33.7,75.08,68.56,12.44,19.68
Uttar Pradesh,Linseed,Whole Year,Laterite,476.22,6384.24,258.34,18.58,34.43,65.96,54.32,64.32
Nagaland,Pumpkin,Whole Year,Loamy,2131.02,32156.63,346.53,13.7,70.4,107.49,72.33,25.17
Kerala,Coffee,Rabi,Loamy,1946.13,30453.05,484.31,25.24,86.55,110.82,39.33,13.02
Gujarat,Lentil,Whole Year,Red,2690.52,39502.22,352.01,30.98,80.66,104.47,71.65,31.0
Mizoram,Okra,Summer,Loamy,28.12,379.63,269.67,33.72,44.35,40.27,37.89,30.5
Meghalaya,Potato,Rabi,Red,704.97,7186.49,272.42,38.02,39.49,138.14,72.06,40.42
Bihar,Millet,Summer,Laterite,1096.82,19574.8,416.44,25.96,64.76,97.14,11.39,16.43
Goa,Cardamom,Rabi,Sandy,3584.75,52152.0,383.4,18.49,71.77,36.91,43.51,60.33
Meghalaya,Mango,Whole Year,Clay,1885.91,26267.25,201.87,26.13,51.7,80.99,31.64,28.59
Mizoram,Okra,Whole Year,Clay,1702.82,12876.41,93.16,14.33,43.18,93.93,39.73,11.22
Himachal Pradesh,Orange,Kharif,Alluvial,2281.37,26283.72,151.45,21.63,56.52,71.61,14.91,70.84
Punjab,Rice,Rabi,Red,255.5,2665.8,311.99,36.2,51.5,47.49,45.2,62.69
Kerala,Beetroot,Summer,Sandy,4955.27,61706.42,250.87,35.33,57.19,33.67,45.16,22.43
Haryana,Cotton,Rabi,Red,1817.77,30370.29,459.17,28.3,33.68,56.54,14.47,61.52
Himachal Pradesh,Linseed,Kharif,Red,612.48,9985.05,359.85,25.54,47.21,123.03,50.75,22.71
Telangana,Cashew,Whole Year,Red,1547.91,21658.58,281.11,20.3,36.68,27.2,23.71,58.98
Karnataka,Jute,Rabi,Laterite,4562.8,47821.05,397.38,10.51,37.05,116.18,67.85,52.82
Manipur,Wheat,Rabi,Alluvial,3685.63,47536.27,237.08,29.83,46.65,137.52,78.04,55.77
Sikkim,Soybean,Rabi,Sandy,3185.97,26431.59,66.26,14.1,66.98,130.01,27.98,53.64
Maharashtra,Chickpea,Kharif,Clay,4777.6,37477.54,195.09,35.18,36.96,143.38,79.3,11.29
Telangana,Barley,Whole Year,Red,1962.7,20249.91,120.47,39.27,87.76,97.06,76.22,52.86
Chhattisgarh,Soybean,Whole Year,Red,1558.42,17702.39,64.65,34.27,47.11,48.5,43.27,70.07
Uttarakhand,Mustard,Summer,Sandy,12.08,114.51,135.21,31.51,48.45,142.0,62.87,59.03
Tripura,Beetroot,Kharif,Alluvial,1954.81,26809.32,268.48,31.15,47.98,38.15,53.78,48.3
Punjab,Orange,Kharif,Black,1753.01,22552.5,303.98,34.12,57.19,60.19,25.96,65.16
Telangana,Turmeric,Kharif,Loamy,2988.42,43328.96,341.13,28.16,71.44,102.49,57.66,58.17
Himachal Pradesh,Pumpkin,Whole Year,Black,2576.82,35713.9,264.31,31.22,86.57,133.36,26.03,43.2
Karnataka,Pulses,Kharif,Laterite,2045.57,24093.22,275.1,39.58,86.77,145.87,59.64,43.77
Karnataka,Watermelon,Summer,Laterite,2733.51,60703.86,497.04,26.54,42.84,74.44,46.95,68.67
Goa,Mango,Whole Year,Red,2574.19,34907.74,228.94,29.11,94.08,104.16,24.14,23.77
Gujarat,Sugarcane,Whole Year,Alluvial,3141.19,43372.63,325.36,30.24,39.03,32.14,36.07,23.27
Manipur,Linseed,Rabi,Sandy,3691.12,64968.53,446.06,27.71,58.48,82.98,23.79,36.61
Nagaland,Sorghum,Kharif,Laterite,448.62,5928.76,59.71,35.45,34.84,132.22,77.55,58.74
Uttar Pradesh,Onion,Kharif,Clay,2447.09,23100.07,169.78,15.71,50.9,20.4,40.51,13.09
Kerala,Turmeric,Rabi,Clay,3462.75,51127.61,295.53,19.4,34.76,74.54,73.49,21.81
Uttar Pradesh,Castor,Whole Year,Sandy,3288.69,50161.18,389.51,33.39,75.46,67.66,11.71,43.96
Gujarat,Okra,Rabi,Loamy,508.22,7373.85,418.49,35.82,90.03,26.07,43.19,52.32
Kerala,Jute,Summer,Alluvial,3475.85,55668.17,241.19,21.99,34.85,107.42,34.13,49.68
Madhya Pradesh,Carrot,Kharif,Red,1026.21,10722.46,296.35,39.85,58.85,81.47,11.29,35.57
Chhattisgarh,Cardamom,Kharif,Red,4357.08,67990.34,366.9,18.83,50.66,101.48,59.97,62.32
Assam,Sunflower,Whole Year,Sandy,2901.72,33921.77,255.58,36.49,53.93,58.06,68.79,37.4
Sikkim,Cardamom,Rabi,Alluvial,903.16,15019.24,476.94,33.9,66.98,130.75,59.56,43.95
Tripura,Jute,Kharif,Alluvial,2468.28,36840.2,109.07,20.97,69.7,73.2,76.94,76.96
Gujarat,Cardamom,Rabi,Loamy,437.04,5714.13,364.17,17.49,87.32,132.52,49.01,44.07
Tripura,Onion,Summer,Black,210.74,2562.57,239.44,35.34,90.17,30.03,56.46,58.35
Assam,Watermelon,Kharif,Clay,88.56,1448.65,320.52,19.25,60.83,104.0,74.58,56.66
Goa,Orange,Kharif,Loamy,1530.11,25480.67,330.54,30.26,90.15,35.05,76.29,45.82
Tamil Nadu,Linseed,Whole Year,Alluvial,1050.65,12931.05,203.77,36.17,84.7,110.2,21.29,24.34
Uttar Pradesh,Soybean,Rabi,Black,1465.26,17825.49,132.23,21.96,38.01,111.13,10.29,12.48
Punjab,Chili,Rabi,Red,802.17,12327.91,269.87,22.09,61.06,148.24,52.99,20.2
Odisha,Maize,Summer,Loamy,1358.19,17489.43,289.78,35.52,78.97,126.71,28.07,64.6
Sikkim,Turmeric,Rabi,Sandy,4667.41,61923.64,304.62,17.12,72.39,53.37,69.55,16.0
Nagaland,Beetroot,Whole Year,Sandy,3294.99,34361.53,270.83,19.54,61.01,55.64,34.85,67.49
Tripura,Lentil,Whole Year,Sandy,4255.18,45474.94,167.45,39.92,70.9,134.58,43.19,59.76
Kerala,Potato,Summer,Black,4777.76,73813.42,239.93,20.46,35.56,30.36,40.28,47.83
Odisha,Rice,Whole Year,Sandy,4646.66,62024.22,370.92,15.68,90.1,35.18,67.28,44.6
Telangana,Spinach,Rabi,Alluvial,4746.56,69939.74,497.01,16.0,66.54,113.02,34.13,38.66
Tamil Nadu,Cardamom,Rabi,Laterite,3645.56,39907.26,155.68,33.47,35.34,59.55,48.79,20.34
West Bengal,Castor,Kharif,Loamy,1814.66,31982.92,281.88,25.78,79.74,78.08,76.41,16.89
Sikkim,Sorghum,Kharif,Black,4070.71,61010.28,348.84,27.52,86.95,128.46,32.13,48.14
Gujarat,Coconut,Rabi,Red,1649.58,19945.11,224.86,18.17,63.05,123.51,43.57,12.99
Kerala,Millet,Summer,Loamy,1879.68,19011.41,180.11,38.12,74.09,139.01,42.67,46.13
Kerala,Okra,Rabi,Red,3229.4,25788.33,139.08,38.6,34.51,136.68,20.15,28.06
Tripura,Onion,Rabi,Red,4394.4,61446.43,324.87,21.22,41.75,72.5,45.45,56.22
Madhya Pradesh,Sesame,Whole Year,Black,2064.56,27020.24,290.79,35.57,62.77,145.41,46.19,77.74
Arunachal Pradesh,Chili,Whole Year,Alluvial,1726.29,17380.22,415.83,39.89,82.04,35.17,49.77,36.96
Tripura,Orange,Summer,Alluvial,2515.74,43844.65,422.84,19.48,90.77,26.92,12.9,36.15
Gujarat,Maize,Rabi,Clay,3834.27,55256.68,328.55,27.95,53.94,88.92,33.85,25.8
Goa,Linseed,Kharif,Black,730.01,8907.82,269.85,29.11,36.77,89.05,16.15,69.93
Uttar Pradesh,Spinach,Kharif,Red,2393.53,35629.03,321.3,27.88,75.2,141.16,55.7,21.54
Uttar Pradesh,Coffee,Summer,Alluvial,691.41,9267.58,385.04,14.66,80.76,87.91,39.67,71.14
Haryana,Cashew,Whole Year,Laterite,1216.09,16752.29,423.14,12.75,42.37,73.17,27.36,38.44
Odisha,Potato,Whole Year,Red,4598.66,50150.7,165.33,11.18,57.41,65.09,25.44,67.89
Uttarakhand,Pulses,Kharif,Laterite,2894.8,29208.16,250.86,11.07,78.83,82.61,24.7,51.68
Tripura,Soybean,Whole Year,Laterite,2155.24,31301.88,290.56,27.21,32.7,102.85,30.97,33.77
Uttar Pradesh,Pumpkin,Kharif,Laterite,4828.94,51089.03,152.14,36.3,69.17,75.86,50.68,49.72
Madhya Pradesh,Banana,Summer,Alluvial,1494.56,12611.18,59.29,10.18,43.05,54.99,50.86,70.0
Manipur,Sugarcane,Whole Year,Sandy,479.61,6035.97,247.06,30.94,83.42,78.53,26.63,11.93
Bihar,Muskmelon,Summer,Loamy,3395.9,37510.45,339.08,14.48,86.22,51.82,54.87,48.45
Manipur,Millet,Kharif,Alluvial,1870.82,30726.05,385.75,13.16,67.95,84.32,60.03,41.08
Himachal Pradesh,Brinjal,Whole Year,Laterite,742.6,13797.4,481.46,21.41,64.4,48.93,69.04,26.73
Meghalaya,Peas,Kharif,Loamy,811.07,10643.15,109.31,26.21,30.75,117.72,33.47,78.18
Bihar,Pumpkin,Rabi,Loamy,1808.87,25875.03,350.38,39.97,80.32,101.55,33.74,46.15
Arunachal Pradesh,Muskmelon,Summer,Alluvial,3219.73,36515.54,226.72,36.71,73.54,35.03,13.56,18.79
Bihar,Sorghum,Rabi,Clay,3580.19,43721.68,81.83,30.12,38.67,79.08,22.47,55.29
Mizoram,Barley,Whole Year,Laterite,3913.2,46841.98,99.21,20.3,84.94,36.86,21.93,64.43
Assam,Turmeric,Kharif,Laterite,3396.0,34138.55,128.72,13.0,87.15,134.29,63.79,11.22
Tripura,Coffee,Rabi,Black,4192.03,57932.77,434.47,34.43,79.22,127.06,18.14,46.37
Odisha,Sesame,Kharif,Red,4949.78,62175.24,290.15,34.99,57.89,61.45,46.16,20.16
Mizoram,Coffee,Whole Year,Sandy,2770.66,49845.13,288.25,25.08,33.66,27.0,44.27,72.97
Rajasthan,Sorghum,Summer,Laterite,3079.9,36213.23,191.03,20.48,78.12,47.13,21.98,46.32
Punjab,Ginger,Whole Year,Black,3334.19,33188.48,150.67,39.82,37.9,103.83,36.38,47.3
Chhattisgarh,Onion,Whole Year,Red,270.09,4437.66,497.08,22.27,73.44,44.4,64.73,58.66
Rajasthan,Cucumber,Whole Year,Loamy,4749.09,47852.97,196.13,18.01,79.46,33.56,49.4,53.64
Telangana,Maize,Kharif,Red,1407.62,21560.2,357.97,31.64,57.75,43.57,54.23,27.41
Assam,Apple,Kharif,Sandy,4053.02,56292.46,370.88,21.17,88.94,125.12,58.37,47.89
Goa,Peas,Kharif,Red,2987.35,46596.85,440.49,16.54,58.0,25.17,61.03,17.92
Rajasthan,Spinach,Whole Year,Sandy,81.78,961.66,163.12,12.68,34.27,81.18,78.39,37.57
Himachal Pradesh,Apple,Summer,Black,887.52,14307.59,447.58,17.72,33.41,35.61,46.15,53.66
Andhra Pradesh,Maize,Whole Year,Sandy,4347.75,56827.39,172.8,26.55,86.38,99.34,12.42,56.51
Meghalaya,Sunflower,Rabi,Sandy,1871.9,24081.05,133.14,27.97,59.07,58.39,47.97,29.91
